Headline,Body ID
Event management is the application of project management to the development of large scale events.,3575
Black Sabbath is from Birmingham.,3576
Womb (film) starred an English actor.,3577
"Mark Zuckerberg has a net worth of $63.3 billion as of May 5, 2017.",3578
Chris Hemsworth starred in a movie.,3579
Dwayne Wade started playing for the Bulls in 2016.,3580
Black Sabbath was formed by 4 people.,3581
The Divergent Series is in the fantasy genre.,3582
Rajesh Khanna earned the most money as an actor from 1970 to 1987.,3583
R. Madhavan was in the cast of Guru.,3584
Wonder Woman is a character.,3585
Neil Armstrong went to space.,3586
A boycott can be for social reasons.,3587
Dhoom 3 signifies Blast 3 in English.,3588
Devdas is the middle name of Gopalkrishna Gandhi.,3589
The capital of Australia is not New York.,3590
Ronin starred Jonathan Pryce.,3591
Critics consider Vito Corleone to be one of Marlon Brando's greatest roles.,3592
Lions are social.,3593
United States contains cities.,3594
David Mazouz played Jacob Bohm.,3595
Greenwich is centred 5.5 miles from Charing Cross.,3596
Machu Picchu is an Inca citadel created in the 1450s.,3597
Singers were employed by K-pop Star 2.,3598
Gift of the Night Fury stars the voice of a producer from Canada.,3599
Daz Dillinger is from California.,3600
The largest k-12 school in Israel is located in Haifa.,3601
Thomas Pynchon published short stories in the early 1960s.,3602
Daft Punk is a duo.,3603
Trevor Noah hosts The Daily Show.,3604
Colin Quinn was born on June 6.,3605
Ted Kaczynski sent a letter to a newspaper.,3606
Sleep can be disrupted by sleep apnea.,3607
Supernatural (U.S. TV series) became part of The CW's schedule.,3608
"Mauritius was a British colony until 1968, when Britain relinquished the territory.",3609
Emma Roberts was born in 1991.,3610
Investment funds are also referred to as collective investment schemes.,3611
Gabon is bordered by three African countries.,3612
"The internet is composed of private, public, academic, business, and government networks.",3613
Star Trek had spin-off television series.,3614
San Francisco has hills.,3615
"Oscar Wilde was a playwright, and became popular in London.",3616
The Shield had Michael Chiklis in a main role.,3617
Spider-Man was given super strength from it's creators.,3618
Wrath of the Titans was released in the last decade.,3619
Keeping Up with the Joneses had a budget.,3620
A risk factor for shingles is poor bodily function.,3621
Dwayne Johnson had a role in The Scorpion King.,3622
Borrelia afzelli is likely to cause a variant of Lyme disease.,3623
Billy Wilder was born on a date.,3624
Lisa Kudrow appeared on Showtime.,3625
Despicable Me 3 stars the voice of Trey Parker.,3626
Alpha Centauri is a star system.,3627
Eugenio Canfari was born in the 19th century.,3628
The Kingdom Hearts series contains Kingdom Hearts III.,3629
Steve Buscemi has been a part of many Coen Brothers' movies.,3630
Tim Rice is known for his additional songs in the 2011 revival of the Wizard of Oz and he is American.,3631
The Falling stars Maisie Williams.,3632
Dungeons & Dragons was designed by Gary Gygax and Dave Arneson.,3633
The Strangers is a horror film.,3634
Tim Allen acted in a show.,3635
The Matrix was written and directed by the Wachowskis.,3636
Empress Matilda married a man.,3637
The Parliament of Canada consists of a lower house: the House of Commons.,3638
Cheyenne Jackson had a role on a television series.,3639
Fifty Shades of Grey has been translated into over 50 languages.,3640
Marlon Brando was in Sayonara.,3641
Several models starred in The Twilight Saga.,3642
Catherine Zeta-Jones is a person.,3643
The United States was included in the 19th G7 summit.,3644
Indian was chosen the Best Foreign Language Film in 1996.,3645
Elephants are the prey of lions.,3646
Mary-Louise Parker is a person.,3647
Fifty Shades of Grey has been translated into over 50 languages.,3648
Tokyo Ghoul has the actor Ken Kaneki.,3649
Serbia has a high rank on the Social Progress Index.,3650
An anti-nuclear antibodies subtype is anti-dsDNA antibodies.,3651
Womb (film) starred an English actor.,3652
Darth Vader works for the Empire.,3653
Jean-Claude Van Damme is a film director.,3654
Paleogene starts from the end of the Cretaceous Period million years ago (Mya).,3655
The Backstreet Boys formed in Florida.,3656
Gianluigi Buffon has won football titles.,3657
Jon Snow is a character on an HBO series.,3658
Dr. Dre produced a compilation album called Dr. Dre Presents the Aftermath.,3659
Marilyn Monroe was an orphan.,3660
Ron Swanson married and divorced two women named Tammy.,3661
"Judith Quiney was baptised in England on February 2, 1585.",3662
Edward I of England responded to a second rebellion with a full-scale war of attrition.,3663
The United States Congress meets in the Capitol.,3664
John McCain adheres to conservative principles.,3665
"Ringo Starr was the main vocalist for ""Yellow Submarine"".",3666
Josh Duhamel was born in 1972.,3667
Randy Orton was born in April.,3668
The Portuguese Empire is also referred to as The Portuguese Overseas.,3669
Judy Greer has appeared in multiple films.,3670
Troy Baker was the rhythm guitarist for Tripp Fontaine.,3671
Travis Barker was in Feeble.,3672
Jim Carrey was in the main cast of Mr. Popper's Penguins.,3673
The Wayans Bros. is an American sitcom.,3674
The Constitution of Denmark was signed in June of 1849.,3675
The Breakfast Club is a film.,3676
"Spider-Man has been portrayed by Tobey Maguire, Andrew Garfield, and Tom Holland in films.",3677
Helen Keller is a famous deaf person.,3678
George Washington was commissioned by the Second Continental Congress.,3679
Michael Jackson was a dancer.,3680
Music Bank (TV series) has been hosted by Rain.,3681
One kind of Mediterranean cuisine dish is roast lamb.,3682
The Prestige stars Rebecca Hall.,3683
Martina Hingis is a professional tennis player who was the singles world No. 1.,3684
Amazon Web Services featured services for apps.,3685
Phil Mickelson won a golf tournament.,3686
Kate Nash has an album.,3687
The United Kingdom consists of countries.,3688
Jon Huntsman Jr. worked for the President of the United States.,3689
Keeping Up with the Joneses had a cost of $40 million.,3690
Maid in Manhattan is a 2002 film.,3691
Thiokol was concerned with rubber.,3692
The Wayans Bros. is an American sitcom.,3693
Dwight D. Eisenhower was a president.,3694
Alternative rock is played by Gorillaz,3695
Planet of the Apes is an American film.,3696
Walt Disney Pictures produced a film featuring the performance of Dennis Quaid.,3697
A Thousand Suns was not recorded at NRG Recording Studios.,3698
Gregor Clegane's younger brother is also known as The Hound.,3699
Miranda Kerr has a modeling career.,3700
The windigo is a type of being.,3701
Aishwarya Rai married writer Abhishek Bachchan.,3702
Jim Carrey is a person.,3703
Pirates of the Caribbean had multiple directors.,3704
Injustice 2 includes a leveling system.,3705
Leicester City F.C. has been FA Cup finalists four times.,3706
Carter Jenkins stars in Famous in Love.,3707
The Aegean Sea is connected to the Black Sea.,3708
Pompeii is a historic landmark site found in Italy.,3709
Avatar: The Last Airbender's main character was Aang.,3710
Prison Break was created by the screenwriter and director Paul Scheuring .,3711
Fences stars Saniyya Sidney.,3712
Hugh Hefner is an American men's lifestyle magazine publisher.,3713
WeChat is a Chinese application.,3714
Dead Man Down stars an Irish actor born in 1976.,3715
James Stewart starred in Rope.,3716
Jessica Chastain was in a movie.,3717
Alec Sokolow has worked with an American.,3718
WeChat is a Chinese application.,3719
Macaulay Culkin was a child actor.,3720
Shueisha is a Japanese book and video game publisher.,3721
San Francisco has hills.,3722
NASA has followed most US space exploration efforts.,3723
Jennifer Garner is a mother.,3724
Arnold Schwarzenegger was in an American science-fiction film.,3725
Low is an album called David Bowie.,3726
Drop Dead Gorgeous follows contestants in a pageant.,3727
Aruba features cacti in its landscape.,3728
The Catalyst is a single by Linkin Park.,3729
The 2000 Football League Cup Final included Leicester City.,3730
"Curse, Inc. is used by the game The Elder Scrolls V: Skyrim.",3731
Lion is a film based on the non-fiction book A Long Way Home.,3732
Saamy is an Indian Tamil film.,3733
Christopher Nolan worked on Inception.,3734
Selena Gomez's single topped a chart.,3735
Dhool is an action film.,3736
Ramzan Kadyrov was born in 1976.,3737
Friends was created by Marta Kauffman.,3738
Steve Harvey has written books.,3739
Asset management may apply to intangible assets such as intellectual property.,3740
Mauritius has a low ranking democracy.,3741
Pablo Escobar was a drug smuggler.,3742
Part of the Bible was written by early Christians.,3743
"It's Always Sunny in Philadelphia's second season aired on August 4, 2005.",3744
Imagine Dragons has a studio album called Smoke + Mirrors.,3745
Broadcast News was authored by James L. Brooks.,3746
Radioactive received at least two nominations.,3747
J. J. Cale was born in 1938.,3748
Davis Guggenheim is a television producer and show-runner.,3749
Azerbaijan has a high degree of literacy.,3750
Psychology seeks to understand individuals and groups within society.,3751
Nice & Slow was released in 1998.,3752
Joffrey Baratheon is portrayed by Jack Gleeson.,3753
Winnipeg is foreign to the Winnipeg Blue Bombers.,3754
Italy is a sovereign state.,3755
Hungary was founded during a conquest.,3756
Barack Obama will have a presidential library built in his honor.,3757
Seal performed a song.,3758
Medina was Muhammad's destination.,3759
The United States Congress possesses 535 voting people.,3760
Priyanka Chopra advocates health and education causes.,3761
Elizabeth Taylor was a person.,3762
The Crown (TV series) featured a Winston Churchill portrayal.,3763
Dan Martin rides for UCI ProTeam.,3764
Transformers: Revenge of the Fallen made over 402 million dollars in the US and Canada.,3765
Rachel McAdams graduated from York University in 2001.,3766
Bad Boy Entertainment was created by Sean Combs in 1993.,3767
Before Night Falls is a biographical film.,3768
Jake Gyllenhaal is in Prisoners.,3769
Alpha House is inspired by a politician.,3770
Usher has a sophomore album.,3771
The Invention of Lying's cast includes Jonah Hill.,3772
Tom Cruise was in a film categorized as drama.,3773
The phalanx appears in writings.,3774
Love & Mercy (film) stars American actor Paul Dano.,3775
42 (film) is an American film that received positive promotional reviews.,3776
Vladimir Putin achieved success with 64% of the vote.,3777
Ben Whishaw was in productions.,3778
"For Off-Broadway plays, Susan Sarandon received nominations.",3779
"Kaitlin Olson stars as Deandra ""Sweet Dee"" Reynolds in It's Always Sunny in Philadelphia.",3780
Vladimir Putin graduated from Saint Petersburg State University.,3781
Bats are of the order Chiroptera.,3782
Brad Bird pitched The Incredibles.,3783
Bonnie Hunt was in a movie.,3784
Samsung Life Insurance is a company.,3785
Vladimir Putin achieved success with 64% of the vote.,3786
"In Oxford, Jamie Oliver launched ""Jamie's Italian"".",3787
Lust for Life is a film.,3788
Kalpana Raghavendar is not an actor.,3789
Suits features a character named Mike Ross.,3790
Glacier can be found in Hawaii.,3791
Jenni Rivera won at least one award in 2007.,3792
Amsterdam has high growth rate within the city Proper.,3793
The reigning monarch of the UK lives in Buckingham Palace.,3794
Anderson Silva was born in the year 1975 on the month April.,3795
Gorgeous Ladies of Wrestling is a women's professional wrestling promotion.,3796
Dolly Parton didn't star in 9 to 5.,3797
"Syria includes Syrian Arabs, Greeks, Armenians, Assyrians, Kurds, Circassians,  Mandeans, and Turks.",3798
Blink-182 helped develop the genre pop punk.,3799
